"CDRCONTMUTL","REF_CONT","REF_CRDT","CLIENT_ID","CURR","CATG","CONT_DATE","VAL_DATE","MATR_DATE","LIMT_REF","COMP","ACCT_OFFC","INTR_KEY","TIEG","INTR_SPREAD","TAUX_BASE","MARG","INTR_RATE","TYPE_ENG","REF_TITR","MONT_DEBL","AUTR_ID","CDRAUTR","CDRCUST","CDRTYPENG","CDRCURR","CDRCATG","CDRTITR","DATDEBVLD","DATFINVLD","VERSION_ACTUELLE","VERSION_NUMBER","DATCHG"
2954602,"8914058741","8914058741","1000673",TND,"1010","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11113.01","8914058741","296",,,,,,,AC11100,"08128029062000839593",,A,2878682,945755,858,2,3803,-1,20250930,99991231,1,1,20260316
3042170,"8914647941","8914647941","1000673",TND,"6500","2017-05-26 00:00:00.0","2017-05-26 00:00:00.0",,"11119.01","8914647941","296",,,,,,,AC11100,"08128029064000887152",,A,2878682,945755,858,2,4682,-1,20250930,99991231,1,1,20260316
3034080,"8914667087","8914667087","1000673",TND,"3439","2017-05-30 00:00:00.0","2017-05-30 00:00:00.0",,"11180.01","8914667087","296",,,,,,,AC43900,,,A,2878682,945755,859,2,4854,0,20250930,99991231,1,1,20260316
2949031,"8914078653","8914078653","1000674",TND,"6500","2017-02-16 00:00:00.0","2017-02-16 00:00:00.0",,"11119.01","8914078653","272",,,,,,,AC11100,"08092027024002055396",,A,2878682,940846,858,2,4682,-1,20250930,99991231,1,1,20260316
2954601,"8914058733","8914058733","1000676",TND,"6500","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914058733","47",,,,,,,AC11100,"08708000474008554436",,A,2878682,946283,858,2,4682,-1,20250930,99991231,1,1,20260316
121281,MG2333200459,MG2333200459,"1000677",TND,"25007","2023-11-28 00:00:00.0","2023-11-28 00:00:00.0","2029-01-02 00:00:00.0","55159.01","8914058865","80",,"13.27",,"7.99","4.75","12.74",TF57701,"90233320045900860011","35000.000",DC2333200199,-1,940559,676,2,4914,99625,20250930,99991231,1,1,20260316
2191831,PDMG2333200459,MG2333200459,"1000677",TND,"25007","2024-01-02 00:00:00.0","2024-01-02 00:00:00.0","2029-01-02 00:00:00.0","9997.01","8914058865","80","21",,"5",,"5",,TF57701,,,,0,940559,676,2,4914,0,20250930,99991231,1,1,20260325
2954608,"8914058865","8914058865","1000677",TND,"1010","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11113.01","8914058865","80",,,,,,,AC11100,"08600000802010635390",,A,2878682,940559,858,2,3803,-1,20250930,99991231,1,1,20260316
2956430,"8914172919","8914172919","1000677",TND,"3439","2017-03-06 00:00:00.0","2017-03-06 00:00:00.0",,"11180.01","8914172919","80",,,,,,,AC43900,,,A,2878682,940559,859,2,4854,0,20250930,99991231,1,1,20260316
3222572,"8917658278","8917658278","1000677",TND,"1019","2018-12-05 00:00:00.0","2018-12-05 00:00:00.0",,"11119.01","8917658278","80",,,,,,,AC11100,"08600000801300086819",,A,2878682,940559,858,2,4677,-1,20250930,99991231,1,1,20260316
3320946,"8922277703","8922277703","1000677",TND,"6500","2020-12-23 00:00:00.0","2020-12-23 00:00:00.0",,"11119.01","8922277703","80",,,,,,,AC11100,"08600000804017550549",,A,2878682,940559,858,2,4682,-1,20250930,99991231,1,1,20260316
3042945,"8914551456","8914551456","1000678",TND,"3439","2017-05-11 00:00:00.0","2017-05-11 00:00:00.0",,"11180.01","8914551456","1",,,,,,,AC43900,,,A,2878682,942173,859,2,4854,0,20250930,99991231,1,1,20260316
3670202,"8925579597","8925579597","1000678",TND,"3992","2023-10-03 00:00:00.0","2023-10-03 00:00:00.0",,,"8925579597","1",,,,,,,AC11100,,,,0,942173,858,2,5528,0,20250930,99991231,1,1,20260316
302110,LD1713802103,LD1713802103,"1000679",TND,"21062","2017-05-18 00:00:00.0","2017-05-18 00:00:00.0","2027-05-02 00:00:00.0","55173.01","8914058881","70","21",,"3.50",null,null,,,,"25000",CRP1707329837.T01,-1,941677,0,2,3977,0,20250930,99991231,1,1,20260316
364892,LD2107434729,LD2107434729,"1000679",TND,"21062","2021-03-01 00:00:00.0","2021-03-01 00:00:00.0","2027-12-02 00:00:00.0","5800.01","8914058881","70","28",,"3.5",null,null,,,,"2664.04",,0,941677,0,2,3977,0,20250930,99991231,1,1,20260316
2119711,PDLD1713802103,LD1713802103,"1000679",TND,"21062","2019-04-02 00:00:00.0","2019-04-02 00:00:00.0","2027-05-02 00:00:00.0","9997.01","8914058881","70","21",,"5",,"5",,NP72401,,,,0,941677,180,2,3977,0,20250930,99991231,1,1,20260325
2954610,"8914058881","8914058881","1000679",TND,"1010","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11112.01","8914058881","70",,,,,,,AC11100,"08101000702004331219",,A,2878682,941677,858,2,3803,-1,20250930,99991231,1,1,20260316
2955743,"8914058938","8914058938","1000680",TND,"1010","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11112.01","8914058938","72",,,,,,,AC11100,"08103000722012361273",,A,2878682,939768,858,2,3803,-1,20250930,99991231,1,1,20260316
2954605,"8914058784","8914058784","1000681",TND,"6500","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914058784","37",,,,,,,AC11100,"08508000374011500504",,A,2878682,945410,858,2,4682,-1,20250930,99991231,1,1,20260316
2955753,"8914059063","8914059063","1000682",TND,"6003","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914059063","133",,,,,,,AC11100,"08041013034500171093",,A,2878682,944737,858,2,4023,-1,20250930,99991231,1,1,20260316
2954607,"8914058849","8914058849","1000683",TND,"6500","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914058849","10",,,,,,,AC11100,"08605000104013583544",,A,2878682,947754,858,2,4682,-1,20250930,99991231,1,1,20260316
131853,MG2207500470,MG2207500470,"1000684",TND,"25007","2022-03-21 00:00:00.0","2022-03-21 00:00:00.0","2027-04-28 00:00:00.0","55159.01","8914317003","294","21","12.302","5","6.25","5","12.5",NP57701,"90220750047000812306","25000.000",DC2207500196,-1,940839,826,2,4914,56405,20250930,99991231,1,1,20260316
109858,MG2303700223,MG2303700223,"1000684",TND,"25001","2023-02-13 00:00:00.0","2023-02-13 00:00:00.0","2026-02-26 00:00:00.0","55103.01","8914317003","294",,"13.27",,"7.96","5","12.96",TF49103,"90230370022300812354","5000.000",DC2303700071,-1,940839,644,2,3863,194023,20250930,99991231,1,1,20260316
2185124,PDMG2207500470,MG2207500470,"1000684",TND,"25007","2023-04-28 00:00:00.0","2023-04-28 00:00:00.0","2027-04-28 00:00:00.0","9997.01","8914317003","294","21",,"5",,"5",,NP57701,,,,0,940839,826,2,4914,0,20250930,99991231,1,1,20260325
2092136,PDMG2303700223,MG2303700223,"1000684",TND,"25001","2023-07-26 00:00:00.0","2023-07-26 00:00:00.0","2026-02-26 00:00:00.0","9997.01","8914317003","294","21",,"5",,"5",,TF49103,,,,0,940839,644,2,3863,0,20250930,99991231,1,1,20260325
3098701,"8914317003","8914317003","1000684",TND,"1010","2017-03-30 00:00:00.0","2017-03-30 00:00:00.0",,"11112.01","8914317003","294",,,,,,,AC11100,"08123029042000688693",,A,2878682,940839,858,2,3803,-1,20250930,99991231,1,1,20260316
3092554,"8914509166","8914509166","1000684",TND,"3439","2017-05-03 00:00:00.0","2017-05-03 00:00:00.0",,"11180.01","8914509166","294",,,,,,,AC43900,,,A,2878682,940839,859,2,4854,0,20250930,99991231,1,1,20260316
2954606,"8914058814","8914058814","1000685",TND,"6500","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914058814","50",,,,,,,AC11100,"08200000504013264577",,A,2878682,940029,858,2,4682,-1,20250930,99991231,1,1,20260316
2954611,"8914058903","8914058903","1000686",TND,"6500","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914058903","31",,,,,,,AC11100,"08801000314007834302",,A,2878682,936121,858,2,4682,-1,20250930,99991231,1,1,20260316
31807,TF1710049321,TF1710049321,"100069",USD,"23207","2017-04-10 00:00:00.0","2017-04-10 00:00:00.0","2025-10-30 00:00:00.0","9998.01","8904390608","108",,,,,,,,,"2850.00",,0,252606,0,18,5201,0,20250930,99991231,1,1,20260325
2955749,"8914058997","8914058997","1000690",TND,"6003","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914058997","133",,,,,,,AC11100,"08041013034500170123",,A,2878682,943776,858,2,4023,-1,20250930,99991231,1,1,20260316
3245025,"8916953403","8916953403","1000691",TND,"1000","2018-07-04 00:00:00.0","2018-07-04 00:00:00.0",,"11111.01","8916953403","274",,,,,,,AC11100,"08094027041000061766",,A,2878682,1255457,858,2,4133,-1,20250930,99991231,1,1,20260316
52880,MG2411000230,MG2411000230,"1000692",TND,"25001","2024-04-19 00:00:00.0","2024-04-19 00:00:00.0","2027-05-22 00:00:00.0","55103.01","8914058954","284",,"11.021",,"7.96","2.25","10.21",TF49102,"90241100023000811503","18000.000",DC2410700169,-1,942731,643,2,3863,75615,20250930,99991231,1,1,20260316
56661,MG2514900428,MG2514900428,"1000692",TND,"25007","2025-05-29 00:00:00.0","2025-05-29 00:00:00.0","2030-07-22 00:00:00.0","55171.01","8914058954","284",,"12.101",,"7.5","3.75","11.25",TF57799,"90251490042800811502","10000.000",DC2512800096,-1,942731,677,2,4914,201970,20250930,99991231,1,1,20260316
2112745,PDMG2411000230,MG2411000230,"1000692",TND,"25001","2024-10-22 00:00:00.0","2024-10-22 00:00:00.0","2027-05-22 00:00:00.0","9997.01","8914058954","284","21",,"5",,"5",,TF49102,,,,0,942731,643,2,3863,0,20250930,99991231,1,1,20260325
2955745,"8914058954","8914058954","1000692",TND,"1010","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11113.01","8914058954","284",,,,,,,AC11100,"08115028042001036557",,A,2878682,942731,858,2,3803,-1,20250930,99991231,1,1,20260316
3094959,"8914461678","8914461678","1000692",TND,"3439","2017-04-25 00:00:00.0","2017-04-25 00:00:00.0",,"11180.01","8914461678","284",,,,,,,AC43900,,,A,2878682,942731,859,2,4854,0,20250930,99991231,1,1,20260316
2955755,"8914059101","8914059101","1000693",TND,"6003","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914059101","133",,,,,,,AC11100,"08041013034500172839",,A,2878682,943129,858,2,4023,-1,20250930,99991231,1,1,20260316
2955748,"8914058989","8914058989","1000695",TND,"6003","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914058989","307",,,,,,,AC11100,"08136030074500048014",,A,2878682,944777,858,2,4023,-1,20250930,99991231,1,1,20260316
2955751,"8914059039","8914059039","1000697",TND,"6003","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914059039","307",,,,,,,AC11100,"08136030074500049954",,A,2878682,91817,858,2,4023,-1,20250930,99991231,1,1,20260316
280855,LD2128694599,LD2128694599,"1000699",TND,"21062","2021-10-13 00:00:00.0","2021-10-13 00:00:00.0","2037-09-25 00:00:00.0","55172.01","8914059117","118",,,,null,null,,,,"52304.391",CRP1717033775.T03,-1,900526,0,2,3977,0,20250930,99991231,1,1,20260316
2955756,"8914059117","8914059117","1000699",TND,"1010","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11112.01","8914059117","118",,,,,,,AC11100,"08026011082004690065",,A,2878682,900526,858,2,3803,-1,20250930,99991231,1,1,20260316
3077861,"8914849517","8914849517","1000699",TND,"3439","2017-07-06 00:00:00.0","2017-07-06 00:00:00.0",,"11180.01","8914849517","118",,,,,,,AC43900,,,A,2878682,900526,859,2,4854,0,20250930,99991231,1,1,20260316
2259449,"8900703849","8900703849","10007",TND,"1010","2006-07-05 00:00:00.0","2006-07-05 00:00:00.0",,"11112.01","8900703849","16",,,,,,,AC11100,"08902000162004138255",,A,2878682,74929,858,2,3803,-1,20250930,99991231,1,1,20260316
2448928,"8904393763","8904393763","100070",TND,"1000","2011-05-06 00:00:00.0","2011-05-06 00:00:00.0",,"11111.01","8904393763","108",,,,,,,AC11100,"08005010081002463683",,A,2878682,240516,858,2,4133,-1,20250930,99991231,1,1,20260316
2942558,"8914104735","8914104735","1000700",TND,"6500","2017-02-22 00:00:00.0","2017-02-22 00:00:00.0",,"11119.01","8914104735","307",,,,,,,AC11100,"08136030074000377540",,A,2878682,943864,858,2,4682,-1,20250930,99991231,1,1,20260316
2942677,"8914115133","8914115133","1000700",TND,"3439","2017-02-23 00:00:00.0","2017-02-23 00:00:00.0",,"11180.01","8914115133","307",,,,,,,AC43900,,,A,2878682,943864,859,2,4854,0,20250930,99991231,1,1,20260316
3187098,"8917342548","8917342548","1000700",TND,"3997","2018-10-04 00:00:00.0","2018-10-04 00:00:00.0",,"11119.01","8917342548","307",,,,,,,AC11100,,,A,2878682,943864,858,2,4100,0,20250930,99991231,1,1,20260316
3191498,"8917343846","8917343846","1000700",TND,"3089","2018-10-05 00:00:00.0","2018-10-05 00:00:00.0",,,"8917343846","307",,,,,,,AC11100,,,,0,943864,858,2,4847,0,20250930,99991231,1,1,20260316
3135501,"8918231618","8918231618","1000702",TND,"6500","2019-04-04 00:00:00.0","2019-04-04 00:00:00.0",,"11119.01","8918231618","133",,,,,,,AC11100,"08041013034002382031",,A,2878682,945224,858,2,4682,-1,20250930,99991231,1,1,20260316
2947840,"8914066779","8914066779","1000703",EUR,"1060","2017-02-15 00:00:00.0","2017-02-15 00:00:00.0",,"11119.01","8914066779","222",,,,,,,AC11100,"08066022025100322050",,A,2878682,945172,858,7,3464,-1,20250930,99991231,1,1,20260316
3077365,"8915216488","8915216488","1000703",EUR,"1060","2017-08-11 00:00:00.0","2017-08-11 00:00:00.0",,"11119.01","8915216488","206",,,,,,,AC11100,"08052020065100133046",,A,2878682,945172,858,7,3464,-1,20250930,99991231,1,1,20260316
2955759,"8914059195","8914059195","1000705",TND,"1023","2019-01-02 00:00:00.0","2019-01-02 00:00:00.0",,"11119.01","8914059195","66",,,,,,,AC11100,"08006000662400002085",,A,2878682,936553,858,2,3559,-1,20250930,99991231,1,1,20260316
2956899,"8914059217","8914059217","1000706",TND,"6003","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914059217","216",,,,,,,AC11100,"08062021064500178234",,A,2878682,941401,858,2,4023,-1,20250930,99991231,1,1,20260316
2956900,"8914059225","8914059225","1000707",TND,"6003","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914059225","216",,,,,,,AC11100,"08062021064500179010",,A,2878682,942134,858,2,4023,-1,20250930,99991231,1,1,20260316
2956901,"8914059233","8914059233","1000708",TND,"6003","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914059233","216",,,,,,,AC11100,"08062021064500180465",,A,2878682,941486,858,2,4023,-1,20250930,99991231,1,1,20260316
2956902,"8914059257","8914059257","1000709",TND,"6003","2017-02-13 00:00:00.0","2017-02-13 00:00:00.0",,"11119.01","8914059257","216",,,,,,,AC11100,"08062021064500181241",,A,2878682,941088,858,2,4023,-1,20250930,99991231,1,1,20260316
3446097,"8925032825","8925032825","1000710",TND,"6500","2023-04-05 00:00:00.0","2023-04-05 00:00:00.0",,"11119.01","8925032825","25",,,,,,,AC11100,"08506000254011142476",,A,2878682,943672,858,2,4682,-1,20250930,99991231,1,1,20260316
141696,MG2125300177,MG2125300177,"1000713",TND,"25007","2021-09-10 00:00:00.0","2021-09-10 00:00:00.0","2026-11-01 00:00:00.0","55159.01","8922896055","215","21","10.082","3.25","6.26","3.25","10.75",NP57701,"90212530017700806077","15000.000",DC2125100007,-1,940322,826,2,4914,128347,20250930,99991231,1,1,20260316
2130706,PDMG2125300177,MG2125300177,"1000713",TND,"25007","2024-07-01 00:00:00.0","2024-07-01 00:00:00.0","2026-11-01 00:00:00.0","9997.01","8922896055","215","21",,"5",,"5",,NP57701,,,,0,940322,826,2,4914,0,20250930,99991231,1,1,20260325
2956906,"8914059357","8914059357","1000713",TND,"6500","2017-02-14 00:00:00.0","2017-02-14 00:00:00.0",,"11119.01","8914059357","215",,,,,,,AC11100,"08060021054001702066",,A,2878682,940322,858,2,4682,-1,20250930,99991231,1,1,20260316
3298724,"8922896055","8922896055","1000713",TND,"1010","2021-07-01 00:00:00.0","2021-07-01 00:00:00.0",,"11112.01","8922896055","215",,,,,,,AC11100,"08060021052002728394",,A,2878682,940322,858,2,3803,-1,20250930,99991231,1,1,20260316
2956905,"8914059349","8914059349","1000715",TND,"6500","2017-02-14 00:00:00.0","2017-02-14 00:00:00.0",,"11119.01","8914059349","135",,,,,,,AC11100,"08042013054003068648",,A,2878682,940049,858,2,4682,-1,20250930,99991231,1,1,20260316
2946201,"8914179794","8914179794","1000716",TND,"6500","2017-03-07 00:00:00.0","2017-03-07 00:00:00.0",,"11119.01","8914179794","72",,,,,,,AC11100,"08103000724012038583",,A,2878682,943808,858,2,4682,-1,20250930,99991231,1,1,20260316
2956908,"8914059381","8914059381","1000718",EUR,"1060","2017-02-14 00:00:00.0","2017-02-14 00:00:00.0",,"11119.01","8914059381","124",,,,,,,AC11100,"08032012045102681567",,A,2878682,946864,858,7,3464,-1,20250930,99991231,1,1,20260316
2956909,"8914059397","8914059397","1000718",USD,"1060","2017-02-14 00:00:00.0","2017-02-14 00:00:00.0",,"11119.01","8914059397","124",,,,,,,AC11100,"08032012045102680791",,A,2878682,946864,858,18,3464,-1,20250930,99991231,1,1,20260316
3118502,"8919188058","8919188058","1000718",USD,"3981","2019-11-29 00:00:00.0","2019-11-29 00:00:00.0",,"11119.01","8919188058","124",,,,,,,AC11100,,,A,2878682,946864,858,18,5380,0,20250930,99991231,1,1,20260316
2442043,"8904376567","8904376567","100072",TND,"6500","2005-03-17 00:00:00.0","2005-03-17 00:00:00.0",,"11119.01","8904376567","107",,,,,,,AC11100,"08016010074003125742",,A,2878682,237735,858,2,4682,-1,20250930,99991231,1,1,20260316
3369572,"8921875275","8921875275","1000721",TND,"6500","2020-09-16 00:00:00.0","2020-09-16 00:00:00.0",,"11119.01","8921875275","29",,,,,,,AC11100,"08509000294006583921",,A,2878682,944229,858,2,4682,-1,20250930,99991231,1,1,20260316
2958033,"8914059508","8914059508","1000722",TND,"6500","2017-02-14 00:00:00.0","2017-02-14 00:00:00.0",,"11119.01","8914059508","314",,,,,,,AC11100,"08142031044000577187",,A,2878682,941103,858,2,4682,-1,20250930,99991231,1,1,20260316
2956911,"8914059462","8914059462","1000723",TND,"6003","2017-02-14 00:00:00.0","2017-02-14 00:00:00.0",,"11119.01","8914059462","253",,,,,,,AC11100,"08087025034500344090",,A,2878682,946593,858,2,4023,-1,20250930,99991231,1,1,20260316
2958035,"8914059567","8914059567","1000725",TND,"6003","2017-02-14 00:00:00.0","2017-02-14 00:00:00.0",,"11119.01","8914059567","253",,,,,,,AC11100,"08087025034500345933",,A,2878682,939801,858,2,4023,-1,20250930,99991231,1,1,20260316
97073,MG2424300247,MG2424300247,"1000726",TND,"25007","2024-09-03 00:00:00.0","2024-09-03 00:00:00.0","2029-09-25 00:00:00.0","55159.01","8923871967","17",,"13.796",,"7.99","4.75","12.73",TF57701,"90242430024700800468","20000.000",DC2424300039,-1,943854,676,2,4914,132196,20250930,99991231,1,1,20260316
2170099,PDMG2424300247,MG2424300247,"1000726",TND,"25007","2024-09-25 00:00:00.0","2024-09-25 00:00:00.0","2029-09-25 00:00:00.0","9997.01","8923871967","17","21",,"5",,"5",,TF57701,,,,0,943854,676,2,4914,0,20250930,99991231,1,1,20260325
3481490,"8923871967","8923871967","1000726",TND,"1010","2022-04-01 00:00:00.0","2022-04-01 00:00:00.0",,"11112.01","8923871967","17",,,,,,,AC11100,"08004000172013572484",,A,2878682,943854,858,2,3803,-1,20250930,99991231,1,1,20260316
3518783,"8924152387","8924152387","1000726",TND,"6500","2022-06-24 00:00:00.0","2022-06-24 00:00:00.0",,"11119.01","8924152387","17",,,,,,,AC11100,"08004000174091476220",,A,2878682,943854,858,2,4682,-1,20250930,99991231,1,1,20260316
3403752,"8925365492","8925365492","1000726",TND,"3439","2023-07-31 00:00:00.0","2023-07-31 00:00:00.0",,"11180.01","8925365492","17",,,,,,,AC43900,,,A,2878682,943854,859,2,4854,0,20250930,99991231,1,1,20260316
2958036,"8914059578","8914059578","1000727",TND,"6500","2017-02-14 00:00:00.0","2017-02-14 00:00:00.0",,"11119.01","8914059578","272",,,,,,,AC11100,"08092027024001952091",,A,2878682,943591,858,2,4682,-1,20250930,99991231,1,1,20260316
2944573,"8914074925","8914074925","1000727",TND,"3997","2017-02-16 00:00:00.0","2017-02-16 00:00:00.0",,"11119.01","8914074925","272",,,,,,,AC11100,,,A,2878682,943591,858,2,4100,0,20250930,99991231,1,1,20260316
3086501,"8914379661","8914379661","1000728",TND,"1000","2017-04-11 00:00:00.0","2017-04-11 00:00:00.0",,"11111.01","8914379661","109",,,,,,,AC11100,"08018010091000450008",,A,2878682,1129678,858,2,4133,-1,20250930,99991231,1,1,20260316
3659309,"8926067614","8926067614","1000729",TND,"1010","2024-02-19 00:00:00.0","2024-02-19 00:00:00.0",,"11112.01","8926067614","216",,,,,,,AC11100,"08062021062005632920",,A,2878682,946592,858,2,3803,-1,20250930,99991231,1,1,20260316
2442045,"8904376591","8904376591","100073",TND,"6500","2007-05-28 00:00:00.0","2007-05-28 00:00:00.0",,"11119.01","8904376591","107",,,,,,,AC11100,"08016010074003334971",,A,2878682,250310,858,2,4682,-1,20250930,99991231,1,1,20260316
2442493,"8904383927","8904383927","100073",GBP,"1060","2009-10-06 00:00:00.0","2009-10-06 00:00:00.0",,"11119.01","8904383927","107",,,,,,,AC11100,"08016010075100727787",,A,2878682,250310,858,8,3464,-1,20250930,99991231,1,1,20260316
2958038,"8914059624","8914059624","1000731",TND,"1010","2017-02-14 00:00:00.0","2017-02-14 00:00:00.0",,"11112.01","8914059624","74",,,,,,,AC11100,"08104000742007709786",,A,2878682,952204,858,2,3803,-1,20250930,99991231,1,1,20260316
2968158,"8916651571","8916651571","1000731",TND,"3439","2018-04-19 00:00:00.0","2018-04-19 00:00:00.0",,"11180.01","8916651571","74",,,,,,,AC43900,,,A,2878682,952204,859,2,4854,0,20250930,99991231,1,1,20260316
313342,LD1714362661,LD1714362661,"1000732",TND,"21062","2017-05-23 00:00:00.0","2017-05-23 00:00:00.0","2032-05-21 00:00:00.0","55172.01","8914059748","71","21",,"1.75",null,null,,,,"80000",CRP1709630790.T01,-1,941152,0,2,3977,0,20250930,99991231,1,1,20260316
273559,LD1723530749,LD1723530749,"1000732",TND,"21062","2017-08-23 00:00:00.0","2017-08-23 00:00:00.0","2032-04-22 00:00:00.0","55172.01","8914059748","71","21",,"1.75",null,null,,,,"80000",CRP1709630790.T02,-1,941152,0,2,3977,0,20250930,99991231,1,1,20260316
358043,LD2034928390,LD2034928390,"1000732",TND,"21062","2020-12-01 00:00:00.0","2020-12-01 00:00:00.0","2032-07-22 00:00:00.0","5800.01","8914059748","71","28",,"1.75",null,null,,,,"2660.629",,0,941152,0,2,3977,0,20250930,99991231,1,1,20260316
342461,LD2034948772,LD2034948772,"1000732",TND,"21062","2020-12-01 00:00:00.0","2020-12-01 00:00:00.0","2032-08-21 00:00:00.0","5800.01","8914059748","71","28",,"1.75",null,null,,,,"2661.199",,0,941152,0,2,3977,0,20250930,99991231,1,1,20260316
133262,MG2128000040,MG2128000040,"1000732",TND,"25007","2021-10-12 00:00:00.0","2021-10-12 00:00:00.0","2026-11-26 00:00:00.0","55159.01","8914059748","71","21","9.354","2.75","6.25","2.75","10.25",NP57701,"90212800004000800376","40000.000",DC2127100195,-1,941152,826,2,4914,104695,20250930,99991231,1,1,20260316
2187492,PDLD1714362661,LD1714362661,"1000732",TND,"21062","2018-09-21 00:00:00.0","2018-09-21 00:00:00.0","2032-05-21 00:00:00.0","9998.01","8914059748","71","21",,"5",,"5",,NP72101,,,,0,941152,51,2,3977,0,20250930,99991231,1,1,20260325
2125219,PDLD1723530749,LD1723530749,"1000732",TND,"21062","2020-01-22 00:00:00.0","2020-01-22 00:00:00.0","2032-04-22 00:00:00.0","9998.01","8914059748","71","21",,"5",,"5",,NP72101,,,,0,941152,51,2,3977,0,20250930,99991231,1,1,20260325
2958045,"8914059748","8914059748","1000732",TND,"1010","2017-02-14 00:00:00.0","2017-02-14 00:00:00.0",,"11113.01","8914059748","71",,,,,,,AC11100,"08003000712005193254",,A,2878682,941152,858,2,3803,-1,20250930,99991231,1,1,20260316
2953648,"8914135126","8914135126","1000732",TND,"3439","2017-02-27 00:00:00.0","2017-02-27 00:00:00.0",,"11180.01","8914135126","71",,,,,,,AC43900,,,A,2878682,941152,859,2,4854,0,20250930,99991231,1,1,20260316
2958040,"8914059659","8914059659","1000733",TND,"6500","2017-02-14 00:00:00.0","2017-02-14 00:00:00.0",,"11119.01","8914059659","124",,,,,,,AC11100,"08032012044002479922",,A,2878682,943560,858,2,4682,-1,20250930,99991231,1,1,20260316
2958043,"8914059721","8914059721","1000738",TND,"6500","2017-02-14 00:00:00.0","2017-02-14 00:00:00.0",,"11119.01","8914059721","272",,,,,,,AC11100,"08092027024001953934",,A,2878682,945509,858,2,4682,-1,20250930,99991231,1,1,20260316
2958044,"8914059737","8914059737","1000739",TND,"1010","2023-05-10 00:00:00.0","2023-05-10 00:00:00.0",,"11112.01","8914059737","304",,,,,,,AC11100,"08132030042001030745",,A,2878682,946041,858,2,3803,-1,20250930,99991231,1,1,20260316
296929,LD1622555227,LD1622555227,"100074",TND,"21062","2016-08-12 00:00:00.0","2016-08-12 00:00:00.0","2031-08-01 00:00:00.0","55172.01","8904384586","108","21",,"2.25",null,null,,,,"25000",CRP1532313053.T01,-1,244023,0,2,3977,0,20250930,99991231,1,1,20260316
361750,LD2035052953,LD2035052953,"100074",TND,"21062","2020-12-01 00:00:00.0","2020-12-01 00:00:00.0","2031-11-01 00:00:00.0","5800.01","8904384586","108","28",,"2.25",null,null,,,,"852.444",,0,244023,0,2,3977,0,20250930,99991231,1,1,20260316
114515,MG2227100190,MG2227100190,"100074",TND,"25007","2022-09-28 00:00:00.0","2022-09-28 00:00:00.0","2027-10-27 00:00:00.0","55159.01","8904384586","108",,"12.67",,"7.03","5","12.03",TF57701,"90222710019000800521","5000.000",DC2225500222,-1,244023,676,2,4914,164912,20250930,99991231,1,1,20260316
2219794,PDLD1622555227,LD1622555227,"100074",TND,"21062","2017-01-01 00:00:00.0","2017-01-01 00:00:00.0","2031-08-01 00:00:00.0","9997.00","8904384586","108","21",,"5",,"5",,NP72101,,,,0,244023,51,2,3977,0,20250930,99991231,1,1,20260325
2149328,PDMG2227100190,MG2227100190,"100074",TND,"25007","2022-12-27 00:00:00.0","2022-12-27 00:00:00.0","2027-10-27 00:00:00.0","9997.00","8904384586","108","21",,"5",,"5",,TF57701,,,,0,244023,676,2,4914,0,20250930,99991231,1,1,20260325
2442924,"8904384586","8904384586","100074",TND,"1010","2000-10-12 00:00:00.0","2000-10-12 00:00:00.0",,"11112.01","8904384586","108",,,,,,,AC11100,"08005010082010376327",,A,2878682,244023,858,2,3803,-1,20250930,99991231,1,1,20260316
2869271,"8913007396","8913007396","100074",TND,"3439","2016-08-29 00:00:00.0","2016-08-29 00:00:00.0",,"11180.01","8913007396","108",,,,,,,AC43900,,,A,2878682,244023,859,2,4854,0,20250930,99991231,1,1,20260316
2958047,"8914059764","8914059764","1000740",TND,"6500","2017-02-14 00:00:00.0","2017-02-14 00:00:00.0",,"11119.01","8914059764","218",,,,,,,AC11100,"08064021084001788069",,A,2878682,945845,858,2,4682,-1,20250930,99991231,1,1,20260316
